,English,Japanese,good_trans,original_language
3786,i am sorry too ?,ごめんなさい トゥー?,1,1
25355,everything is fine.,すべて順調。,0,0
4203,oh there's mommy. there she is.,ママがいる そこだ,1,1
20663,halfway down the block. 1701 north burns.,ブロックの途中。 1701年の北の火傷。,0,0
20739,let's split in half and harden the defense.,半分に分割して防御を強化しましょう。,0,0
4962,i did it all for you! for you!!,俺は お前のためにこの~!,1,1
29063,i've come to you today with two choices.,今日は2つの選択肢があります。,0,0
1123,gaius?,ガイアス?,1,1
26276,you can help me.,あなたは私を助けることができます。,0,0
17337,your dad's always talking about that.,それは いつも お父さんから聞いてるけど,1,1
30028,that the remembering self keeps for us.,記憶する自己が私たちのために保つこと。,0,0
59383,Introducing investment opportunities,投資の機会をご紹介しましょう,0,1
43621,The fifth stage is a shock,第5のステージ 衝撃だ,0,1
5550,"oh, listen, next time you speak to her, could you, uh, put a good word in for me?",今度 女神と話す時は . 僕の事を よろしく と,1,1
23950,"sixsmith, i do hope you will be able to find it in your heart to forgive me.",シックススミス、私はあなたが私を許すためにあなたの心の中にそれを見つけることができることを願っています。,0,0
55610,The man is being seen with the virgin,男はその処女と 一緒のところを見られている,0,1
1890,schools can't be silos.,学校はタコ壺化してはいけません,1,1
31460,"and in a year, year and a half",そして一年、一年半で,0,0
40322,Make money,カネ儲けだ,0,1
19048,this guy has no pride as a surgeon whatsoever.,この子には 外科医のプライドなんてものは全くないのです,1,1
51016,Isn't it troublesome?,厄介じゃない?,0,1
14894,we'll be all right us,大丈夫 私たちは,1,1
58012,"Hmm Then, do you ride Ricchan instead of Sawa-chan?",うーん じゃあ さわちゃんの 代わりに りっちゃん乗る?,0,1
20583,"water's here, y'all.",水はここにあります。,0,0
51439,Put it on,そいつを載せろ,0,1
2854,i believe sir hashiba is also accompanied by his mother and wife,羽柴様は お母上とご正室を伴って おいでのもようにて。,1,1
41601,What did you come to Miss Show?,何しに来たんだ ミスショー?,0,1
35129,i'm a big fan of cities.,私は都市の大ファンです。,0,0
49190,I hid my pregnancy as much as possible,できる限り妊娠を隠した,0,1
11080,"field work is an important part of archeology, you know.",フィールドワークは 考古学の基本よ。,1,1
58564,I was watching the situation with a large amount.,量を多くして 様子を見ているところでした。,0,1
12767,okay. you definitely should not be a character witness.,きみが証人になってどうする,1,1
30254,"you saved me, ojisan. thanks.",あなたは私を救った、おじさん。ありがとう。,0,0
16005,covering something up.,何か隠してる,1,1
18522,"boss, get to the car!",やった! 車を止めろ,1,1
14564,i think we were stepping into uncharted territory in a human sense.,人類が未だ測量したことのない土地に 足を踏み入れたと思います,1,1
31425,like,お気に入り,0,0
33623,where is she? where's sarah?,彼女はどこ？サラはどこ？,0,0
44990,Of course yes,もちろんそうさ,0,1
40786,All you have to do is put on your ears.,後は 耳をつけるだけね これで顔は出来上がり,0,1
23103,and with taliban recruiters,そしてタリバンのリクルーターと,0,0
45312,What is your lover?,恋人は?,0,1
52523,"At this rate, I'm Shit!",このままじゃ オレは。 クソッ!,0,1
40345,New identity and passport Bank account and credit card,新しい身分とパスポート 銀行口座及びクレジットカード,0,1
36287,she's not little any more.,彼女はもう少しではありません。,0,0
53550,What would you like to eat? Mr. Kinukawa.,お食事は どうしますか? 衣川さん。,0,1
25723,and don't quite pray like us,私たちのように祈らないでください,0,0
45061,The next mission needs everyone and you are the best pilot,次の任務は皆が必要だ そして君は最高のパイロットだ,0,1
6687,"let's rope all the way, so i know you can make it.",ロープを辿っていく みんな行ける,1,1
15332,"everybody calm down, and this won't get ugly.",静かにすれば、なにもしない,1,1
49105,It's too dangerous to do here,ここでやるのは危険すぎます,0,1
41108,Lost home in bombing early in the Syrian War,シリア戦争初期に 爆撃で家を失いました,0,1
4683,he passed me a copy of the incident report.,彼は事件報告の コピーを渡したの,1,1
7574,jim what is this?,ジム・・・ どういう事?,1,1
35971,this is the transformation that took place.,これが起こった変革です。,0,0
13834,"oh, hoshinokun, you've come here! i'm counting on you!",おお 星野くん 来てくれたか! よろしく頼むぞ!,1,1
36989,so quickly.,そんなに早く。,0,0
50503,Please leave it to me.,僕に任せてください。,0,1
5702,a mysterious professor who won't admit he's had something stolen from his house?,何かを盗まれたのに それを認めない教授,1,1
27160,he's dangerous. who's dangerous?,彼は危険です。誰が危険ですか？,0,0
32845,"im really pleased, mary. have you set a date?",本当に嬉しいです、メアリー。日付を設定しましたか？,0,0
53669,There was a shooting incident,発砲事件がありました,0,1
51976,I was kicked in the head,♪僕は頭を蹴られた♪,0,1
9751,promise.,前途有望 かな,1,1
18787,remember that day that you said you would never forget.,忘れられないあの日を 思い出すのよ,1,1
59046,Regained consciousness,意識が戻られました,0,1
46541,Back,バックよ,0,1
52553,Misunderstand and feel that feeling,誤解し、その感覚を,0,1
25038,she did.,彼女がやった。,0,0
7068,and the amazon river and floodplain,アマゾン川と氾濫原が,1,1
16196,this is why the criminal,こ これは!? なんで犯人が。,1,1
22723,yeah?,うん？,0,0
51420,Riley is on the second floor,ライリーは2階にいるわ,0,1
46739,"Listen, I can use magic",そうだ 聞けよ 俺は魔法が使える,0,1
43114,Approximately 25 percent of inmates in the world,世界を占める受刑者の割合が およそ25パーセントの,0,1
40235,Why,なぜだ,0,1
59783,"Look, it's Pinocchio",ごらん ピノキオだ,0,1
16403,"don't come in, heck, i",ヘック、入ってこないで、私・・・,1,1
51723,Pochin in the shopping cart. Come on.,買い物かごに ポチン。 いってらっしゃーいって。,0,1
5467,"i have a real feeling about this, sir.",本件、自信があります,1,1
16755,"oh, i'm enjoying it.",楽しんでるよ,1,1
908,"most important, we all really need to listen to each other",最も重要なのは お互いに耳を傾けることで,1,1
45397,You don't have to attack until you're motivated,ヤツに動機がつくまでは 襲う必要がない,0,1
32778,doing surveillance.,監視を行う。,0,0
37315,they will kill us all,彼らは私たち全員を殺します,0,0
7883,what? i get it. what the hell are we gonna do?,わかったよ どうすりゃいい?,1,1
45146,You have to borrow a lanister will be flexible,借りなければなりませんな ラニスターなら融通してくれるでしょう,0,1
57832,Let's dance with us in the lobby.,ロビー、あたし達と一緒に踊ろう。,0,1
30775,that's where i'm gonna go.,それが私が行くところです。,0,0
18521,"stop, please!",やめて! やっ。,1,1
33808,"hey, ebihara!",ねえ、海老原！,0,0
47832,"I'll teach you, tell Cal",教えるから カルに伝えてくれ,0,1
42968,"And at that location, a state-of-the-art, state-of-the-art mental illness medical facility",そして その場所には 最先端で最高水準の 精神病医療施設を,0,1
15752,because you probably don't.,恐らくあなたはその人の気持ちを 理解していないからです,1,1
4327,"that's multitouch, controlling a device",それは マルチタッチと呼ばれる―,1,1
41336,Can kill,殺せます,0,1
5408,"what was the name your brother had tattooed on his arm? oh, my god!",ベンの腕の入れ墨は 何という名前?,1,1
30983,can't hold me back anymore,もう私を抑えることはできません,0,0
55595,Who got fired in the first place Who ruined their lives,そもそも誰が首になった 一体誰が彼らの人生を台無しにした,0,1
25832,the way it's been passed on: notation.,それが受け継がれる方法：表記法。,0,0
16800,examining the artifacts that rick recovered from the empress of africa.,船から回収した物を調べてた,1,1
5188,it was nearly the same time that a shoot to television and shigemura suddenly disappeared during the program appearance,テレビへの銃撃と茂村君が番組出演中に突如消滅したのがほぼ同時刻だった,1,1
17451,i'm just a little worried that he's inside your head.,彼が君の頭から離れないことがね 本当だよ,1,1
18046,why're you telling me this?,なぜ そんな詰を ?,1,1
56306,Where Chris is watching,クリスが見てる所で,0,1
2622,on that?,そりで?,1,1
5334,it's a neurotoxin.,神経毒だ,1,1
57372,It was stolen,それを盗まれた,0,1
28175,shells.,シェル。,0,0
1680,i'm a good person. i made a mistake.,僕は善良な人間だが 間違いをおかした,1,1
3216,ahh i couldn't read him.,彼の心は 読めなかったな,1,1
26860,"no, neither do i.",いいえ、私もしません。,0,0
23738,"this is a job of trust, and i can't have a partner i can't trust.",これは信頼の仕事であり、私は信頼できないパートナーを持つことはできません。,0,0
19444,"oh, i don't do the arresting, i just farm that out.",私は逮捕しない 請負だから,1,1
42099,Big gym for everyone,ビッグ・ジムはみんなに,0,1
54723,"You can make an octopus, though.",タコが出来たり するもんなんですがね。,0,1
42943,It melts in the summer sunshine,それが夏の日差しで解けます,0,1
22647,"it might be rude, but we'll take care of the bills",失礼かもしれませんが、請求書は私たちが処理します,0,0
24619,i been trying to call jack. you heard from him?,私はジャックに電話をかけようとしていました。彼から聞いた？,0,0
17006,such as the following from numbers 31: and they warred,例えば 31章には“わが主がモーゼに命令すると,1,1
45242,I could see my mom as clearly as I was looking at you,君を見ているのと同じように はっきり母さんが見えたんだ,0,1
14499,of becoming any cell in your body.,どんな細胞にも成り得るのです,1,1
38625,"but before we go, i wanna take one more dump. take a dump and i'm gonna do pushups. because i gotta get fit.",しかし、行く前に、もう1つダンプを取りたいと思います。ゴミ捨て場を取り、腕立て伏せをします。体調を整えないといけないから。,0,0
39323,what is he doing?,彼は何をしているの？,0,0
40294,What is here?,ここにあるのは何かな?,0,1
7501,what happened with katie?,何があったんです?,1,1
40369,I thought without sleeping,寝ないで考えたんだが,0,1
10685,"all right. well, i guess we'll double check it when i come in.",分かりました 今度お会いする時に 再確認できますね,1,1
51142,Saying that it's ridiculous to run away is just your way to avoid that feeling.,逃げるなんて 馬鹿げたことを言うのは その気持ちを避けようとする あなたの手段に過ぎないわ,0,1
34045,she was going to make her payment.,彼女は支払いをするつもりだった。,0,0
41734,Hair stylist Makeup artist Photographer stylist and other specialists,ヘアスタイリスト メイクアップアーティスト カメラマン スタイリスト等の専門家を初め,0,1
32174,an astonishing bank where are you going,どこに行くのか驚くべき銀行,0,0
48813,This strange song is for whales on the west coast,この変わった歌は西海岸のクジラに,0,1
20004,the second coming of old macdonald,古いマクドナルドの再臨,0,0
57958,It's a big one,大きなものです,0,1
58707,The estimated time of death is after 8 o'clock last night.,死亡推定時刻は ゆうべの8時過ぎです。,0,1
21262,mr. director?,氏。監督？,0,0
31579,and the best example i have is a cartoon in the new yorker a couple of years ago.,そして私が持っている最も良い例は、数年前のニューヨーカーの漫画です。,0,0
5557,such a discovery has made me more tolerant,こうしたことに 気付いたことで,1,1
30268,here's an example of it:,これがその例です：,0,0
36245,"the battlefront, which centered around yuri nakamura",仲村ゆりを中心とした戦線,0,0
24668,i can feel it myself.,自分で感じることができます。,0,0
29978,"no, that's too risky.",いいえ、それはリスクが高すぎます。,0,0
9270,they did.,そうよ,1,1
14547,he was a blueeyed aryan with a golden beard,碧眼のアーリア人で 金色のあご髭,1,1
26620,and it fills the middle portion of the fly,そしてそれはハエの中央部分を埋めます,0,0
58067,What is a stupid foreign woman,馬鹿な外国女ですもの,0,1
26835,is it a mask?,マスクですか？,0,0
41258,From this situation,この状況からすると,0,1
36192,"yes, thank you.",はい、ありがとうございます。,0,0
50043,Not only can you get information,情報を得られるというだけでなく,0,1
46687,Besides it's the best partner I've ever had,その上 今までで最高のパートナーだわ,0,1
29278,it's a facial reconstruction of our victim.,それは私たちの犠牲者の顔の再建です。,0,0
45607,Pepper is dead Betty,ペッパーは亡くなったわ ベティ,0,1
45913,How to do it,どうやって実施するのか,0,1
20306,locked.,ロックされています。,0,0
22301,my daughter didn't spend her first three years in a box.,私の娘は最初の3年間を箱の中で過ごしませんでした。,0,0
51847,If you dress up and say something like that,何か 格好つけて そういうこと 言ってると,0,1
39161,were all the other bodies like this?,他のすべての体はこのようなものでしたか？,0,0
2078,what's what?,なんだいきなり,1,1
38879,i took them from callie's apartment for just such an occasion.,そんな時のためにカリーのアパートから連れて行った。,0,0
44790,The detective said it was a week before she died,彼女が死ぬ1週間前だったと刑事は 言いました,0,1
42561,Extremely weak with four,4つあれば 極めて弱く,0,1
55561,What's the matter?,なんの事で?,0,1
5492,that's committed to work through partners,取引先を通じて 2015年までに,1,1
50247,I have to use my friends,友達を利用しないと,0,1
6714,she's from out of town though.,でも、違う街から来た人間だ。,1,1
57223,"You're fighting alone, you're excited!",1人で戦うんですね テンション上がります!,0,1
49816,Is there anything else?,他にはあるの?,0,1
2090,"oh, is that so. ah!",あっ そう。 あっ。,1,1
4697,god gave us these flaws.,神は私達に 欠陥を与えた,1,1
27722,i believe you.,私はあなたを信じています。,0,0
57476,You can even throw her out of the car,車から彼女を捨てることもできるぞ,0,1
43528,Come on here,さあこい こっちだ,0,1
18067,haven't heard back yet from sec on all the details,「法律面もOK SECからの問い合わせも受けていません,1,1
8497,it's not my turn.,順番が来たらね,1,1
3497,"without okazakisan, i could not do anything",岡崎さんがいなかったら、わたし、何も出来ませんでした,1,1
49135,It's on the second floor here,ここ 2階なのよ,0,1
8141,"get promoted, then you can give the orders.",命令したければ 昇級するんだな,1,1
48125,Chew this one,こっちが噛んでやれ,0,1
9058,whwhy am i in the trunk?,何でトランクなんかに,1,1
36151,the 13th hole that had this huge hill.,この巨大な丘があった13番ホール。,0,0
53301,We need to think in the same way as we have in common,私たちの共通点と同じように考える必要があります,0,1
8570,"thanks, everyone!",みんな泣いてるぜ。,1,1
13721,my parents are having a party to celebrate the 40th wedding anniversary.,両親は40周年の結婚記念日を 祝うためにパーティーを開くんだ,1,1
20232,"something totally unrelated, and i would dive into that",まったく関係のない何か、そして私はそれに飛び込むでしょう,0,0
48447,Damn it!,くそったれ!,0,1
6335,lieutenant brody!,ブロディ中尉!,1,1
51446,Reina's slippers and textbooks are also included,麗奈の上履きとか教科書とかも入ってるし,0,1
15013,"if i take a day off, i was told that my score would be 108",休んだらスコア108って 言われたから,1,1
18871,what you said beforeabout a genius forger,あなたが前に言っていた 天才贋作家。,1,1
29200,could've switched letters to numbers,文字を数字に切り替えることができたかもしれません,0,0
58983,I only want the best for you.,君にとって最善のものだけを望んでいる。,0,1
42663,I will definitely see this band and this band,・このバンドと このバンドは絶対見る,0,1
7344,is still the number one threat.,最大の脅威である ということを 理解していません,1,1
59126,Satoshi Tatsumi The child who was my patient,巽聡史 私の患者だった子だ,0,1
19409,this fight is for the united states of america. nothing suffices. a rumor? nothing.,合衆国の存亡をかけた戦いに あきらめなんてありえない,1,1
10512,"good, good, good, good.",そうだ - 「こんにちは」がいいわ,1,1
19651,and then i waited for my father to come back from work,父が仕事から帰るのを待ちました,1,1
17271,playtime's over.,はい。 あの。 ウフッ。,1,1
44277,"Also around this time, the true identity of the gene might be dna.",またこの頃に、遺伝子の正体はdnaじゃないかと,0,1
18204,"ah, no, mister!",あ~ぁ。,1,1
21882,"what? wait, doctor. are you sure about that?",何？待って、医者。よろしいですか？,0,0
38,we have one for you.,今度は わしの番だ,1,1
25650,and i loved him and i killed him.,そして私は彼を愛し、彼を殺しました。,0,0
56912,Find out,捜し出して,0,1
31105,they understand what he is.,彼らは彼が何であるかを理解しています。,0,0
41431,"Yes, as you can see",ええ ご覧のとおり,0,1
52994,"Yeah, and to save everyone who has been spelled",そうよ あと 呪文にかかったみんなを救うには,0,1
12764,i shouldn't.,出来ない,1,1
17033,"and i didn't, so that makes me one of the lucky ones",でも 思いとどまりました ビルの屋上から,1,1
3008,i just need help gettin' there.,俺にだって チャンスなんだ,1,1
34525,don't abandon me.,私を見捨てないでください。,0,0
16029,her umbilical cord might be being pressed.,へその緒が 圧迫された可能性があるな,1,1
42266,Drake!,ドレイク!,0,1
26156,you're not allowed to smoke.,喫煙は許可されていません。,0,0
6941,"it's okay, everyone. he'll be fine.",大丈夫 ご安心を,1,1
51700,May suit you,お似合いかも,0,1
27465,that these are unnatural in some way.,これらは何らかの形で不自然です。,0,0
42188,Run as you want to change,変わりたいまま走れ 自由な違和感で,0,1
39706,"and it turns out that, below an income",そしてそれは、収入の下で、,0,0
26939,how about easter?,イースターはどうですか？,0,0
18010,who knows? he's making fun of us.,うっ! クッ!! アッハッハ! 楽しいわ!,1,1
13969,"just give me a second here, please.",ちょっと話をさせてくれ,1,1
45599,We grew up very well,私たちは とても仲良く育った,0,1
9656,"to the ultimate farflung corner on this planet, the sahara.",地球上で最も辺鄙な場所 サハラ砂漠に何度か出かけています,1,1
30333,they shamelessly promote,彼らは恥知らずに宣伝します,0,0
18542,is that the boss back there?,奥にいるのが ボスでしょうか。,1,1
31454,they're not just gonna let us run away.,彼らは私たちを逃げさせるだけではありません。,0,0
43439,I came to have my child take a picture,子供に写真を撮らせに来た,0,1
57025,You are safe,あなたが安全です。,0,1
47506,Family,家族よ,0,1
30905,"ah, there you are.",ああ、そこにいます。,0,0
51400,Don't you like it?,気に入らないか?,0,1
23224,[mike] i will move to a horse position battle.,【マイク】馬位バトルに移ります。,0,0
59091,What is invisible is the truth,目に見えないものこそ 真実なのだ,0,1
45377,They don't know anything about trucks,彼らはトラックの事は何も知らない,0,1
42809,That idiot in public like this,あの馬鹿こんな人前で,0,1
33264,then why don't you?,では、どうしてですか？,0,0
12491,"doesn't this incident call into question your screening procedures, and, in fact, the entire drone program itself?",この事件は米軍の全ての ドローンプログラムの チェック機能に 疑問があるんじゃないですか?,1,1
47815,What are the symptoms?,どんな症状なんだよ?,0,1
58789,"The suspect died, right?",被疑者 死んじゃったんでしょ? 上の者はね どんと構えて,0,1
58083,No this is,いえこれは,0,1
34762,"the other thing we were told then was, yes, but, you know",その時私達が言われたもう一つのことは、はい、しかし、あなたは知っています,0,0
11513,what?! what?!,どうすっか。,1,1
12416,"and to this day, i am ambivalent",今でも迷いがあります,1,1
11571,a baseball stadium. yup.,元気か? - うん,1,1
212,perhaps if you had your husband call me.,. ご主人に電話を頂ければ,1,1
15846,i hit my head.,ー痛い!,1,1
19059,she talk about me?,− 俺の事 何か? − いや,1,1
23227,what are you doing here?,あなたはここで何をしているの？,0,0
30823,that's what i thought.,私もそう思っていました。,0,0
35532,and was sure that i was coming home with the gold.,そして、私は金を持って家に帰っていると確信していました。,0,0
15275,you look like one of the campbell's soup kids who grew up and became an alcoholic.,キャンベルスープの CMのガキみたいだ 大人になって アルコール中毒になった奴,1,1
53683,Why did you bring it?,何で持ってきた?,0,1
45555,I know it's a dream,夢だと分かっているが,0,1
37257,i can do whatever i like! i'm not a little kid!,好きなことは何でもできます！私は小さな子供ではありません！,0,0
44280,Vincent Ludwig is the most important citizen,ビンセント・ルートヴィヒは市民の中で 最も重要な人物だ,0,1
4706,it's totally bugged out.,見事にバグってる,1,1
46941,in America,アメリカでは,0,1
23545,"what happened, shion? why is he dead?",何が起こったんだ、シオン？なぜ彼は死んでいるのですか？,0,0
37134,they are coupled to light receptors,それらは光受容体に結合しています,0,0
52327,Let's take a look.,拝見しましょう。,0,1
57852,What was shown at that time was that the United States had more power in the market than OPEC.,その時に示されたのは、アメリカはopecよりも市場で力を持っているということでした,0,1
2924,in far greater quantities than they've ever got before.,直観力と経験を得られるのです,1,1
38685,but sometimes i think,しかし時々私は思う,0,0
37735,there they are. these are my,そこにあります。これらは私の,0,0
8927,chris is saionjisan and amelia is me.,クリスが 西園寺さんで アメリアが私,1,1
15301,"you take a miner's lamp, which is a pit lamp.",炭坑作業用ランプを持って行きます これがピット ランプです,1,1
58347,What? What happened?,えっ 何で? 何かあったんすか?,0,1
11465,it's a side effect of dying.,死の副作用だ,1,1
50801,No,ダメだ,0,1
1057,he wasn't the only one.,なにも あいつだけが特別やない,1,1
1133,is the gozen done?,≪御膳 上がるで おわん 行ける?≫,1,1
31730,"oh, we handed out 4,500 copies.",ああ、4,0,0
27643,turn signals.,方向指示器。,0,0
56471,I feel terrible today,今日は最低の気分なんだ,0,1
36252,first room on the left.,左側の最初の部屋。,0,0
748,why not?,えっ それは駄目だよ! 何で?,1,1
10967,isn't she all pumped up like old folks before a storm?,まあ まるで台風前の 年寄りみたいに張り切るでしょう,1,1
56084,And there is the longest swimming pool in the world,そして世界一長いスイミング・プールがあります,0,1
45895,The usual,いつもの,0,1
51528,Part 1 Do not while,その1「“ながら”をしない」,0,1
42074,Taraberry Can be taken in the Gamma Quadrant,タラベリーだ ガンマ宇宙域で取れる,0,1
28346,just put him down.,ただ彼を置きなさい。,0,0
22805,"understood, but i wouldn't put it past him to pull something at the event, and the militia members will be in attendance.",理解しましたが、私はイベントで何かを引っ張るために彼を追い越すことはしませんでした、そして民兵のメンバーが出席します。,0,0
7891,and announced she had pants for sale for a dollar,女の子が乗ってきて1ドルでズボンを売ると言います,1,1
40991,"In English, uncle is fine.",英語では uncle で 問題ありませんね,0,1
47325,He is the subject of the experiment,彼は実験対象なんです,0,1
20891,musicians were silenced,ミュージシャンは沈黙しました,0,0
14672,is it diarrhea?,タンディは,1,1
33802,w what?,なに？,0,0
50632,What remains as a real challenge is structural and hierarchical,本当の課題として残るのは 構造的かつ階層的な,0,1
42000,Earl Grey?,アールグレイ?,0,1
55274,I'd like to have the one who made a profit remain.,利益を上げたほうに 残ってもらおうと思うよ。,0,1
43042,"I don't know why to avoid him, but I feel happy",何故 あいつを 避けるのか 知らないが 嬉しい気がする,0,1
5235,"a couple of years later, i meet them.",2年後 彼らに会いました,1,1
56400,There is nothing I can do personally,〈俺個人にできることは何もない〉,0,1
15102,just now she kept on saying,口癖のごたるもんよ。 ふ~ん。,1,1
26673,but the germans want a head on a spike.,しかし、ドイツ人はさらし首を望んでいます。,0,0
41477,"Yes, that's where the forensic friends come in.",はい そこで登場するのが 鑑識のお友達です,0,1
39789,shouldn't you be writing this down?,これを書き留めてはいけませんか？,0,0
49959,A little different,ちょっと違う・・,0,1
58755,I will cleanse my body and soul again with my love!,私の愛で 再び 身も心も清めてやるぞ!,0,1
6424,"edward, what happened with jasper, is nothing.",エドワード、ジャスパーのことは 何でもないことよ。,1,1
59276,Become a squirrel who is heard endlessly,ごたくを延々と 聞かされるハメになる,0,1
17125,but he's so far away,コイツは今までオレたちがやってきた,1,1
10818,you planted it there!,お前が置いたんだろ!,1,1
43651,Their complaint was dismissed,彼らの訴えは 却下されたわ,0,1
27101,and that's sirius xm today.,今日はシリウスXMです。,0,0
26186,damn right.,まったくその通り。,0,0
26967,red roses represent love,赤いバラは愛を表しています,0,0
4291,"hey, emanuel.",エマニュエル,1,1
37643,hello i'm nagamine of kichijoji police station.,こんにちは吉祥寺警察署の長峰です。,0,0
29122,it is the rapid technological development of legislation they are caught in the current situation.,それは彼らが現在の状況で捕らえられている法律の急速な技術開発です。,0,0
52810,I told Shane that I should trust you,あなたを信頼すべきだと シェーンに話してたの,0,1
17252,"look, look, look.",. - ほら、ほら、ほら,1,1
6185,did i?,私の?,1,1
45856,I'm receiving an uncontrollable headwind,手に負えないほどの逆風を受けています,0,1
30117,why aren't you dragging him home?,なぜ彼を家に引きずり込まないのですか？,0,0
59131,Tell Carter,カーターに言え,0,1
50076,"What! If you have something to say, you should say it clearly!",何よ! 言いたい事あるなら ハッキリ言えば いいじゃないっ!,0,1
56473,Kazuya brings a woman home,和也さんが女の人を家に。,0,1
53919,I'm doing what I can do,やれるだけのことは やってます,0,1
50255,"Um, the contact point is over there",あの、連絡地点はあちらです,0,1
51702,That's right. You guys.,そのとおりだ。 お前ら。,0,1
49937,Loading is complete. Desler torpedo fired!,装填 完了。 デスラー魚雷 発射!,0,1
59035,In front of the egg!,タマゴの前に!,0,1
51323,Infecting 200 million Indian children,2億人のインドの子どもに伝染させるのは,0,1
51296,My hands are trembling,手が 震えてる,0,1
31250,hey!,おい！,0,0
53608,"But at first, I wore a flying squirrel suit from the top of Jungfrau",でも最初は、 ユングフラウの頂上から ムササビスーツを着て,0,1
26541,we're here in neo domino city,私たちはここネオドミノシティにいます,0,0
44844,Really annoying face,ほんと目障りな顔,0,1
2588,"oh oh, he had the angel blade. um in any event, i",天使の剣を持っていたってさ いずれにせよ,1,1
41236,It looks like it's been bitten,噛み切った様だな,0,1
52253,"People around me often say, Magic is nothing but magic.",こう言うと よく周りの人から “魔法は 魔法にすぎない と言われます,0,1
12842,this is my method of relieving stress recently.,当然。 アラームも鳴るし。 今は クエンチが起きた瞬間に,1,1
9185,"nothing personal, okay?",悪気は無いわ,1,1
33608,i need you to stop writing about me.,私について書くのをやめる必要があります。,0,0
10612,what kind of vision?,彼女の赤ちゃんについて,1,1
46033,It's the only way for me to get through the predicament.,私にとっては なんとか窮地を切り抜ける唯一の手段なの,0,1
31393,it was like a drug.,それは麻薬のようでした。,0,0
51378,Alan Tracy's brother,アラン トレイシーの兄弟だ,0,1
337,congratulations to all of you.,皆さん おめでとうございます。,1,1
51415,But you caught Red John,でも 君は レッド・ジョンを捕まえた,0,1
16537,"when my mother crossed through the checkpoint, into sovietcontrolled east berlin",私の母が検問所通ったとき-ソビエトが支配東ベルリン,1,1
26963,look at that! just like i said.,それを見て！私が言ったように。,0,0
6996,we're counting on you!,頼みましたよ!,1,1
39626,what is it then if not a tip?,ヒントではない場合、それは何ですか？,0,0
18804,"i was unable to fully break down, do you think you could isolate the genetic markers for me?",もしDNAサンプルがあればー あなたなら遺伝マーカーを 抽出できる?,1,1
31200,right,右,0,0
48541,Raise your hand!,手を挙げろ!,0,1
55774,Do you know why,何故か分かるか,0,1
53674,Now,さて,0,1
59574,She thinks I have a drinking problem,彼女は僕に 飲酒問題があると思ってる,0,1
27355,[tel] during those moments,[tel]それらの瞬間の間に,0,0
20633,"dave, why didn't you just tell me how you felt about me when i was still alive?",デイブ、私がまだ生きていたとき、どうしてあなたは私についてどう感じたか教えてくれなかったの？,0,0
52703,I'm ready.,覚悟はできてます。,0,1
13937,no! no! this is why women are evil! women!,だから女性はいけないんだ女性は,1,1
59609,What's the win? Didn't you just run away?,ヘッ なにが勝機だよ。 逃げただけじゃねえか。,0,1
23151,no,番号,0,0
44342,Will you take care of your troubled brother?,トラブルに陥った兄弟の世話をするのかどうか?,0,1
53826,Followed me,後を追わせた,0,1
42077,"In other words, what has not been verified elsewhere",つまり 他で検証されていないことは,0,1
41621,I didn't have one,一つも無えんだよ,0,1
13871,you know who to call first.,電話をちょうだい 君は高くてね,1,1
51819,Pass the fishing line through the butterfly pair of shutters in the cigarette room,釣り糸を 煙草部屋の雨戸の 蝶つがいに通して,0,1
14840,also shows 100 people on buddy lists,友だちリストには100人登録されているものの,1,1
19981,why do not you take a breath?,一息入れたらいかがですの,1,1
24262,"don't do it. tobey, don't let him do it.",それをしないでください。トビー、彼にそれをさせないでください。,0,0
51556,Oh Zannen,ああ ザンネン,0,1
38978,for the past five years at kyoto gakuen virtue the children that were allowed to enter..,京都先端科学大学での過去5年間、入場を許可された子供たちのおかげで。,0,0
1388,i can loan him a couple bucks if he's hard up.,金に困っているなら 少し貸してやるぞ,1,1
42776,It was 20 years of war intervention.,戦争介入の20年間でした。,0,1
11342,a famous science fiction writer from the 1950s,1950年代の著名なSF作家は言いました,1,1
34280,"leon, he told us to fuck off.",レオン、彼は私たちに性交するように言った。,0,0
19941,they live in a prison.,刑務所に住んでいる,1,1
29509,could it be arson?,それは放火でしょうか？,0,0
23515,who is it?,どなた？,0,0
12847,any one of those computers can run the entire system,その内どの2つを失うことになっても,1,1
37571,"goodbye, phillip.",さようなら、フィリップ。,0,0
22875,a brave soldier returning to rave of demons and witchcraft?,悪魔と魔術の絶賛に戻る勇敢な兵士？,0,0
54173,What is the real reason?,ホントの理由は何ですか?,0,1
5181,see?!,そうみたいね。,1,1
52555,But you can,でも君なら出来る,0,1
17545,isn't that,自分でも よくわかってるんです。,1,1
27013,"once upon a time, there was a big, strong fighting frog.",昔々、大きくて強いカエルがいました。,0,0
30628,what the hell were they?,彼らは一体何だったの？,0,0
54861,I brought the Game of Thrones s1,ゲーム・オブ・スローンズの s1を持ってきたよ,0,1
37746,"from out of bed, you mean.",ベッドから、つまり。,0,0
24737,"after this, i'm gone.",この後、私は行ってしまいました。,0,0
4295,there's a collective phenomenon of positive feedback,正のフィードバックが重ねて起こり,1,1
6204,"the first hostage from cornwall, the second from london, the third from yorkshire, judging by her accent.",人質はコーンウォールと ロンドン 3人目は訛りから ヨークシャーだ,1,1
22494,are you with someone?,あなたは誰かと一緒ですか？,0,0
